Race,Precinct,PrecinctCode,Name,Party,Votes
State Measure 119 - Cannabis Labor,113 - Warrenton West,113.0,No,,969.0
State Measure 119 - Cannabis Labor,114 - Clatsop Plains North,114.0,Yes,,356.0
State Measure 119 - Cannabis Labor,114 - Clatsop Plains North,114.0,No,,363.0
State Measure 119 - Cannabis Labor,115 - Clatsop Plains South,115.0,Yes,,565.0
State Measure 119 - Cannabis Labor,115 - Clatsop Plains South,115.0,No,,614.0
State Measure 119 - Cannabis Labor,116 - Gearhart,116.0,Yes,,673.0
State Measure 119 - Cannabis Labor,116 - Gearhart,116.0,No,,543.0
State Measure 119 - Cannabis Labor,117 - Seaside North,117.0,Yes,,317.0
State Measure 119 - Cannabis Labor,117 - Seaside North,117.0,No,,203.0
Measure 4-232 City of Astoria - Charter,101 - Astoria West,101.0,Yes,,1678.0
Measure 4-232 City of Astoria - Charter,101 - Astoria West,101.0,No,,714.0
Measure 4-232 City of Astoria - Charter,102 - Astoria East,102.0,Yes,,1145.0
Measure 4-232 City of Astoria - Charter,102 - Astoria East,102.0,No,,445.0
Measure 4-232 City of Astoria - Charter,103 - John Day/Walluski,103.0,Yes,,
Measure 4-232 City of Astoria - Charter,103 - John Day/Walluski,103.0,No,,
Measure 4-232 City of Astoria - Charter,104 - Astoria South,104.0,Yes,,603.0
Measure 4-232 City of Astoria - Charter,104 - Astoria South,104.0,No,,236.0
Measure 4-232 City of Astoria - Charter,105 - Svensen,105.0,Yes,,
Measure 4-232 City of Astoria - Charter,105 - Svensen,105.0,No,,
Measure 4-232 City of Astoria - Charter,106 - Knappa,106.0,Yes,,
Measure 4-232 City of Astoria - Charter,106 - Knappa,106.0,No,,
Measure 4-232 City of Astoria - Charter,107 - Westport/Hillcrest,107.0,Yes,,
Measure 4-232 City of Astoria - Charter,107 - Westport/Hillcrest,107.0,No,,
Measure 4-232 City of Astoria - Charter,108 - Jewell,108.0,Yes,,
Measure 4-232 City of Astoria - Charter,108 - Jewell,108.0,No,,
Measure 4-232 City of Astoria - Charter,109 - Olney,109.0,Yes,,
Measure 4-232 City of Astoria - Charter,109 - Olney,109.0,No,,
Measure 4-232 City of Astoria - Charter,110 - Stanley Acres,110.0,Yes,,
Measure 4-232 City of Astoria - Charter,110 - Stanley Acres,110.0,No,,
Measure 4-232 City of Astoria - Charter,111 - Lewis and Clark/Chadwell,111.0,Yes,,
Measure 4-232 City of Astoria - Charter,111 - Lewis and Clark/Chadwell,111.0,No,,
Measure 4-232 City of Astoria - Charter,112 - Warrenton East,112.0,Yes,,
Measure 4-232 City of Astoria - Charter,112 - Warrenton East,112.0,No,,
Measure 4-232 City of Astoria - Charter,113 - Warrenton West,113.0,Yes,,
Measure 4-232 City of Astoria - Charter,113 - Warrenton West,113.0,No,,
Measure 4-232 City of Astoria - Charter,114 - Clatsop Plains North,114.0,Yes,,
Measure 4-232 City of Astoria - Charter,114 - Clatsop Plains North,114.0,No,,
Measure 4-232 City of Astoria - Charter,115 - Clatsop Plains South,115.0,Yes,,
Measure 4-232 City of Astoria - Charter,115 - Clatsop Plains South,115.0,No,,
Measure 4-232 City of Astoria - Charter,116 - Gearhart,116.0,Yes,,
Measure 4-232 City of Astoria - Charter,116 - Gearhart,116.0,No,,
Measure 4-232 City of Astoria - Charter,117 - Seaside North,117.0,Yes,,
Measure 4-232 City of Astoria - Charter,117 - Seaside North,117.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,101 - Astoria West,101.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,101 - Astoria West,101.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,102 - Astoria East,102.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,102 - Astoria East,102.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,103 - John Day/Walluski,103.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,103 - John Day/Walluski,103.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,104 - Astoria South,104.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,104 - Astoria South,104.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,105 - Svensen,105.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,105 - Svensen,105.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,106 - Knappa,106.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,106 - Knappa,106.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,107 - Westport/Hillcrest,107.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,107 - Westport/Hillcrest,107.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,108 - Jewell,108.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,108 - Jewell,108.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,109 - Olney,109.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,109 - Olney,109.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,110 - Stanley Acres,110.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,110 - Stanley Acres,110.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,111 - Lewis and Clark/Chadwell,111.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,111 - Lewis and Clark/Chadwell,111.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,112 - Warrenton East,112.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,112 - Warrenton East,112.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,113 - Warrenton West,113.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,113 - Warrenton West,113.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,114 - Clatsop Plains North,114.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,114 - Clatsop Plains North,114.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,115 - Clatsop Plains South,115.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,115 - Clatsop Plains South,115.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,116 - Gearhart,116.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,116 - Gearhart,116.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,117 - Seaside North,117.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,117 - Seaside North,117.0,No,,
State Measure 119 - Cannabis Labor,118 - Seaside West,118.0,Yes,,324.0
State Measure 119 - Cannabis Labor,118 - Seaside West,118.0,No,,235.0
State Measure 119 - Cannabis Labor,119 - Seaside East,119.0,Yes,,500.0
State Measure 119 - Cannabis Labor,119 - Seaside East,119.0,No,,355.0
State Measure 119 - Cannabis Labor,120 - Seaside South,120.0,Yes,,679.0
State Measure 119 - Cannabis Labor,120 - Seaside South,120.0,No,,465.0
State Measure 119 - Cannabis Labor,121 - Necanicum,121.0,Yes,,146.0
State Measure 119 - Cannabis Labor,121 - Necanicum,121.0,No,,153.0
State Measure 119 - Cannabis Labor,122 - Arch Cape,122.0,Yes,,141.0
State Measure 119 - Cannabis Labor,122 - Arch Cape,122.0,No,,65.0
State Measure 119 - Cannabis Labor,123 - Cannon Beach,123.0,Yes,,559.0
State Measure 119 - Cannabis Labor,123 - Cannon Beach,123.0,No,,361.0
State Measure 119 - Cannabis Labor,124 - Hamlet,124.0,Yes,,132.0
State Measure 119 - Cannabis Labor,124 - Hamlet,124.0,No,,130.0
State Measure 119 - Cannabis Labor,125 - Elsie,125.0,Yes,,126.0
State Measure 119 - Cannabis Labor,125 - Elsie,125.0,No,,122.0
State Measure 119 - Cannabis Labor,Totals,,Yes,,12136.0
State Measure 119 - Cannabis Labor,Totals,,No,,9180.0
Measure 4-232 City of Astoria - Charter,118 - Seaside West,118.0,Yes,,
Measure 4-232 City of Astoria - Charter,118 - Seaside West,118.0,No,,
Measure 4-232 City of Astoria - Charter,119 - Seaside East,119.0,Yes,,
Measure 4-232 City of Astoria - Charter,119 - Seaside East,119.0,No,,
Measure 4-232 City of Astoria - Charter,120 - Seaside South,120.0,Yes,,
Measure 4-232 City of Astoria - Charter,120 - Seaside South,120.0,No,,
Measure 4-232 City of Astoria - Charter,121 - Necanicum,121.0,Yes,,
Measure 4-232 City of Astoria - Charter,121 - Necanicum,121.0,No,,
Measure 4-232 City of Astoria - Charter,122 - Arch Cape,122.0,Yes,,
Measure 4-232 City of Astoria - Charter,122 - Arch Cape,122.0,No,,
Measure 4-232 City of Astoria - Charter,123 - Cannon Beach,123.0,Yes,,
Measure 4-232 City of Astoria - Charter,123 - Cannon Beach,123.0,No,,
Measure 4-232 City of Astoria - Charter,124 - Hamlet,124.0,Yes,,
Measure 4-232 City of Astoria - Charter,124 - Hamlet,124.0,No,,
Measure 4-232 City of Astoria - Charter,125 - Elsie,125.0,Yes,,
Measure 4-232 City of Astoria - Charter,125 - Elsie,125.0,No,,
Measure 4-232 City of Astoria - Charter,Totals,,Yes,,3426.0
Measure 4-232 City of Astoria - Charter,Totals,,No,,1395.0
Measure 4-234 City of Cannon Beach - Advisory,118 - Seaside West,118.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,118 - Seaside West,118.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,119 - Seaside East,119.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,119 - Seaside East,119.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,120 - Seaside South,120.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,120 - Seaside South,120.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,121 - Necanicum,121.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,121 - Necanicum,121.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,122 - Arch Cape,122.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,122 - Arch Cape,122.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,123 - Cannon Beach,123.0,Yes,,399.0
Measure 4-234 City of Cannon Beach - Advisory,123 - Cannon Beach,123.0,No,,589.0
Measure 4-234 City of Cannon Beach - Advisory,124 - Hamlet,124.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,124 - Hamlet,124.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,125 - Elsie,125.0,Yes,,
Measure 4-234 City of Cannon Beach - Advisory,125 - Elsie,125.0,No,,
Measure 4-234 City of Cannon Beach - Advisory,Totals,,Yes,,399.0
Measure 4-234 City of Cannon Beach - Advisory,Totals,,No,,589.0
Measure 4-233 City of Seaside - Prohibits,112 - Warrenton East,112.0,Yes,,
Measure 4-233 City of Seaside - Prohibits,112 - Warrenton East,112.0,No,,
Measure 4-233 City of Seaside - Prohibits,113 - Warrenton West,113.0,Yes,,
Measure 4-233 City of Seaside - Prohibits,113 - Warrenton West,113.0,No,,
Measure 4-233 City of Seaside - Prohibits,117 - Seaside North,117.0,Yes,,270.0
Measure 4-233 City of Seaside - Prohibits,117 - Seaside North,117.0,No,,261.0
Measure 4-233 City of Seaside - Prohibits,118 - Seaside West,118.0,Yes,,286.0
Measure 4-233 City of Seaside - Prohibits,118 - Seaside West,118.0,No,,284.0
Measure 4-233 City of Seaside - Prohibits,119 - Seaside East,119.0,Yes,,543.0
Measure 4-233 City of Seaside - Prohibits,119 - Seaside East,119.0,No,,323.0
Measure 4-233 City of Seaside - Prohibits,120 - Seaside South,120.0,Yes,,608.0
Measure 4-233 City of Seaside - Prohibits,120 - Seaside South,120.0,No,,560.0
Measure 4-233 City of Seaside - Prohibits,Totals,,Yes,,1707.0
Measure 4-233 City of Seaside - Prohibits,Totals,,No,,1428.0
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,112 - Warrenton East,112.0,Yes,,471.0
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,112 - Warrenton East,112.0,No,,329.0
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,113 - Warrenton West,113.0,Yes,,1071.0
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,113 - Warrenton West,113.0,No,,1079.0
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,117 - Seaside North,117.0,Yes,,
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,117 - Seaside North,117.0,No,,
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,118 - Seaside West,118.0,Yes,,
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,118 - Seaside West,118.0,No,,
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,119 - Seaside East,119.0,Yes,,
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,119 - Seaside East,119.0,No,,
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,120 - Seaside South,120.0,Yes,,
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,120 - Seaside South,120.0,No,,
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,Totals,,Yes,,1542.0
Measure 4-227 City of Warrenton - Bonds for Wastewater Treatment,Totals,,No,,1408.0
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,112 - Warrenton East,112.0,Yes,,432.0
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,112 - Warrenton East,112.0,No,,385.0
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,113 - Warrenton West,113.0,Yes,,1252.0
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,113 - Warrenton West,113.0,No,,936.0
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,117 - Seaside North,117.0,Yes,,
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,117 - Seaside North,117.0,No,,
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,118 - Seaside West,118.0,Yes,,
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,118 - Seaside West,118.0,No,,
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,119 - Seaside East,119.0,Yes,,
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,119 - Seaside East,119.0,No,,
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,120 - Seaside South,120.0,Yes,,
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,120 - Seaside South,120.0,No,,
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,Totals,,Yes,,1684.0
Measure 4-228 City of Warrenton - Prohibits Psilocybin Businesses,Totals,,No,,1321.0
Measure 4-229 City of Warrenton - Deed Former Library to VFW,110 - Stanley Acres,110.0,Yes,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,110 - Stanley Acres,110.0,No,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,111 - Lewis and Clark/Chadwell,111.0,Yes,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,111 - Lewis and Clark/Chadwell,111.0,No,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,112 - Warrenton East,112.0,Yes,,720.0
Measure 4-229 City of Warrenton - Deed Former Library to VFW,112 - Warrenton East,112.0,No,,85.0
Measure 4-229 City of Warrenton - Deed Former Library to VFW,113 - Warrenton West,113.0,Yes,,2016.0
Measure 4-229 City of Warrenton - Deed Former Library to VFW,113 - Warrenton West,113.0,No,,179.0
Measure 4-229 City of Warrenton - Deed Former Library to VFW,115 - Clatsop Plains South,115.0,Yes,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,115 - Clatsop Plains South,115.0,No,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,121 - Necanicum,121.0,Yes,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,121 - Necanicum,121.0,No,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,122 - Arch Cape,122.0,Yes,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,122 - Arch Cape,122.0,No,,
Measure 4-229 City of Warrenton - Deed Former Library to VFW,Totals,,Yes,,2736.0
Measure 4-229 City of Warrenton - Deed Former Library to VFW,Totals,,No,,264.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,110 - Stanley Acres,110.0,Yes,,47.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,110 - Stanley Acres,110.0,No,,37.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,111 - Lewis and Clark/Chadwell,111.0,Yes,,0.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,111 - Lewis and Clark/Chadwell,111.0,No,,2.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,112 - Warrenton East,112.0,Yes,,
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,112 - Warrenton East,112.0,No,,
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,113 - Warrenton West,113.0,Yes,,
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,113 - Warrenton West,113.0,No,,
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,115 - Clatsop Plains South,115.0,Yes,,769.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,115 - Clatsop Plains South,115.0,No,,435.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,121 - Necanicum,121.0,Yes,,0.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,121 - Necanicum,121.0,No,,0.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,122 - Arch Cape,122.0,Yes,,
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,122 - Arch Cape,122.0,No,,
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,Totals,,Yes,,816.0
Measure 4-230 Gearhart Rural Fire Protection District - Levy Renewal,Totals,,No,,474.0
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,110 - Stanley Acres,110.0,Yes,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,110 - Stanley Acres,110.0,No,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,111 - Lewis and Clark/Chadwell,111.0,Yes,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,111 - Lewis and Clark/Chadwell,111.0,No,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,112 - Warrenton East,112.0,Yes,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,112 - Warrenton East,112.0,No,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,113 - Warrenton West,113.0,Yes,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,113 - Warrenton West,113.0,No,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,115 - Clatsop Plains South,115.0,Yes,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,115 - Clatsop Plains South,115.0,No,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,121 - Necanicum,121.0,Yes,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,121 - Necanicum,121.0,No,,
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,122 - Arch Cape,122.0,Yes,,74.0
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,122 - Arch Cape,122.0,No,,72.0
Measure 4-231 Arch Cape Sanitary District - Local Option Tax,Totals,,Yes,,74.0
